name	state	fips	metro	immigration	native	white	black	male	population	elevation	high_temp	low_temp	diurnal_temp	particulate	precipitation	sunlight	uvb	smoking	smoking_lower	smoking_upper	female_smoking	male_smoking	radon	drinking	meat	diabetes	obesity	education	income	mammogram	all_cancer	all_cancer_male	all_cancer_female	colorectal	colorectal_lower	colorectal_upper	breast	breast_lower	breast_upper	prostate	prostate_lower	prostate_upper	lung	lung_lower	lung_upper	female_lung	male_lung	over_65_lung	under_65_lung
Sampson, NC	NC	37163	0	18.8016083865872	2.1	60.5	30.4	49.5337511012117	60161	0.04477	21.447394	11.357025	10.090369	13.031025	3.304131	16321.502967	1072.284812235	49.8	44.35	55.2	42.4	57.65	0.48	11	69	10.12	29.4	12.4	35.74	61.9	408.6	483.9	357.5	41.7	35.1	49.3	110.9	96	127.6	95.1	80	112.1	75.9	66.9	85.8	47.6	114	366.9	33.8
Scotland, NC	NC	37165	0	18.8286399041342	9.8	52.5	37.7	46.9081615645314	35998	0.07167	21.496847	11.809831	9.687016	13.616484	3.140766	16535.301468	1090.864858594	49.7	43.95	55.45	41.85	59.15	0.54	8	69	11.76	30.8	14.0	29.368	73.1	552.2	722.1	444.2	59.4	48.8	71.7	101.8	83.4	123.2	243.8	210.3	281.1	100.9	87	116.5	80.6	133.3	509.9	41.7
Stanly, NC	NC	37167	0	18.5113137949386	0.5	85.3	11.7	49.3476764199656	58100	0.16286	20.753902	11.163928	9.589974	14.124908	3.185689	16567.888003	1054.486454086	50.75	45.25	56.2	40.2	62.1	0.67	6	69	8.74	26.6	15.3	44.802	66.7	519.9	641.6	442.1	48.7	41.6	56.6	128.4	112.1	146.4	142.4	124.5	162.3	91.8	82	102.4	67.9	130.5	504.7	32
Stokes, NC	NC	37169	1	21.1125188248512	0.5	93.9	4.8	48.9946545592807	44711	0.29417	18.879233	9.910086	8.969147	14.271015	3.192508	16137.851015	1005.197581102	56.2	50.7	61.7	50.4	62.35	1.15	14	69	9.08	24.3	10.9	42.689	63.1	391.1	437.1	359.7	36.4	29.6	44.4	90.8	76.1	107.8	95.9	79.3	115.1	69.9	60.5	80.6	59.9	87	358.4	28.2
Surry, NC	NC	37171	0	15.2121302659098	0.5	91.4	4.4	48.9026804644828	71219	0.35536	18.111277	9.335951	8.775326	14.358987	3.254616	16133.647987	1005.197581102	50.3	45.85	54.75	40.05	61.35	1.54	6	69	9	27.8	14.9	37.294	63.1	515.4	606.7	452.8	50.8	44.4	58	119.3	105.6	134.3	129.7	114.5	146.4	99.4	90.5	109.1	70.3	140.1	526.9	37.6
Swain, NC	NC	37173	0	19.0027064709259	31.0	68.4	1.8	48.619679210364	12968	0.80062	15.599600	7.092664	8.506936	15.157357	4.156869	15864.980552	1053.058881579	59.6	53.35	65.8	51.55	68.45	1.81		80	10.02	29.3	18.6	35.071	60.0	480.2	527.2	453.2	39.2	27	55.5	153.4	118	196.7	83.7	57.6	118.5	95.5	76.1	118.8	69.6	130.1	471.2	41.2
Transylvania, NC	NC	37175	0	24.879868034139	0.8	94.7	4.7	48.1182245858049	29334	0.77281	16.025828	7.833322	8.192506	15.025861	5.407030	16442.750190	1072.326058175	51.5	45.85	57.1	42.2	61.8	2.22		80	7.98	22.6	27.0	39.408	71.2	456.6	508	419.7	39.7	31.9	49.2	134.3	112.3	159.7	160.7	138.5	186.1	51.6	43.2	61.6	36.5	70.6	304.9	15
Tyrrell, NC	NC	37177	0	23.6735725113694	0.5	57.0	39.8	53.2899493853941	4149	0.00782	20.449433	12.850993	7.59844	12.141656	3.494449	16425.840308	1049.869691598	48.15	41.45	54.85	38.45	59.5	0.2	7	69	10.28	29	8.4	32.215	62.5	483.3	412.8	569.5				166.5	100.1	264.2				78.4	47.2	123.6				
Union, NC	NC	37179	1	29.7180844515573	0.7	83.7	12.8	49.9332939835216	123677	0.18531	20.833696	11.410976	9.42272	14.193187	3.237444	16653.778516	1079.756235776	46.05	41.2	50.9	37.85	54.45	0.49	11	69	8.08	24.8	29.1	63.386	66.9	400.4	467.6	351.4	35.4	31.1	40.1	111.7	101.8	122.3	126	113.6	139.2	60	54.3	66.1	45.5	78.3	345.3	18.7
Vance, NC	NC	37181	0	17.5818665061933	0.4	48.8	48.7	47.273827815803	42954	0.13384	19.965632	9.870365	10.095267	13.438062	3.114621	16000.798765	1000.656452181	50.3	44.55	56.05	40.55	61.9	0.69	9	69	11.44	32.2	10.7	34.025	65.3	526.2	714.5	407.7	63.9	53.9	75.2	116.3	98.1	137	207.1	179	238.4	80.5	69.4	92.8	52.1	123.3	378	37.4
Wake, NC	NC	37183	1	32.5372484038849	0.7	73.7	20.3	49.6038837549335	627846	0.10998	20.545783	10.570468	9.975315	13.348170	3.136336	16138.044216	1045.968506695	43.8	40.25	47.35	39.2	48.55	0.76	13	69	7.96	20.9	47.4	63.77	75.7	484.5	562.6	428.1	41.7	39.4	44.1	135.5	130.2	141	189.2	181.9	196.7	63.4	60.5	66.4	54.1	75.9	369.8	19.1
Warren, NC	NC	37185	0	22.5977609168568	5.4	39.3	55.1	49.1337873022231	19972	0.10219	19.984222	9.986333	9.997889	13.319966	3.124751	15991.767643	1000.466551839	49.5	43.55	55.45	37.75	62.85	0.89	9	69	11.68	30	13.9	30.641	68.8	452.4	570.1	368.6	53.7	41.8	68.4	115.3	88.6	147.9	201.6	167.4	241.2	69.3	55.9	85.4	46	97.7	317.1	33.5
Washington, NC	NC	37187	0	12.212430788427	0.3	48.8	49.3	47.285578955039	13723	0.00794	20.862493	10.737159	10.125334	12.269981	3.471938	16122.570247	1049.869673991	48.2	42.3	54.1	39	58.9	0.27	6	80	10.44	30.9	11.8	32.716	67.7	438.1	549	361.9	51.2	36.8	69.8	118.8	87.8	157.9	170.6	131.9	218	61.9	46.4	81.5	37	93.8	308	26.3
Watauga, NC	NC	37189	0	37.3077204358743	0.5	97.0	1.7	49.8255064995901	42695	1.01623	13.944425	5.989289	7.955136	14.522002	3.646565	15769.468469	1000.149888087	48.85	42.95	54.75	41.85	55.85	2.3	19	69	7.52	20.3	37.1	31.967	69.1	458.9	518.2	414	41	32.8	50.8	117.8	97.7	141	143.4	121	168.9	54.5	45	65.5	45.8	66.3	297.7	19.3
Wayne, NC	NC	37191	1	21.1132255896081	0.7	62.2	33.6	49.310414809978	113329	0.03646	21.106251	10.860054	10.246197	12.920020	3.291090	16134.050562	1049.47653058	50.7	46.2	55.25	42.85	59.5	0.42	10	69	10.28	28.9	16.2	41.224	73.1	493.2	599.2	421.6	52.7	46.9	59	129	116.8	142.2	154.2	139.1	170.5	84.3	77.1	92.1	57.7	123.5	440.5	32.8
Wilkes, NC	NC	37193	0	13.5674796747967	0.4	93.6	4.4	49.3219770843491	65632	0.39242	18.037544	9.393172	8.644372	14.425812	3.470993	16153.671913	1001.165442007	50.2	44.75	55.6	38.75	62.2	1.95	9	69	9.42	24.9	12.3	33.438	63.4	465	569.3	390.1	47.8	41.4	55.1	107.3	93.6	122.5	150.5	133.7	169.1	77	68.9	85.9	61.3	96.6	414.5	28.2
Wilson, NC	NC	37195	0	16.2123698465024	0.5	56.5	39.7	47.721299482483	73814	0.042	20.861869	10.629349	10.23252	12.946934	3.181744	16074.339737	1049.930919154	48	42.75	53.35	38.9	58.5	0.41	10	69	10.58	29.1	17.5	38.596	68.1	496.9	604.8	422.6	54	47.2	61.5	131.4	117	147.1	151.8	134.7	170.5	79.7	71.5	88.7	49.4	123.6	448.4	26.4
Yadkin, NC	NC	37197	1	17.954304557767	0.5	93.2	3.6	49.0893584241224	36348	0.29222	19.357942	10.239869	9.118073	14.331943	3.186137	16242.928545	1005.197581102	51.1	45.45	56.8	42.4	60.35	0.94	5	69	8.96	23.2	11.2	39.807	62.3	486	607	396.1	44.9	36.5	54.7	116.5	97.8	137.9	159.6	135.7	186.6	79.1	68.1	91.6	60.2	102.2	396	33.3
Yancey, NC	NC	37199	0	16.0952380952381	0.6	98.5	0.7	48.9141442556543	17774	0.97368	14.638078	6.403129	8.234949	14.681504	3.411709	15866.164126	1062.458762268	54.75	48.6	60.85	45.8	64.25	1.78	7	80	7.8	23.7	15.2	35.703	52.5	524	628.1	455.8	57.5	44.9	72.9	121.5	95.4	153.3	166	135.6	202	76.8	62.7	93.6	50.6	114.4	445.5	23.5
Adams, ND	ND	38001	0	15.5519742143433	0.6	98.8	0.5	47.7824913227921	2593	0.81734	12.914787	2.124114	10.790673	8.910033	1.106035	14935.319497	786.957693769	51.9	45.9	57.85	39.9	64.85	4.15	15	61	6.28	24.5	18.4	35.966	72.2	469.2	547.8	411.2				164.2	89.3	295.6	152.8	86.4	271.2							
Barnes, ND	ND	38003	0	17.3242467718795	1.1	98.5	0.6	49.1804670912951	11775	0.40744	10.631788	0.947888	9.6839	9.814952	1.433101	14468.445471	715.476139552	51.9	46.3	57.45	42.7	61.4	3.16	20	61	6.1	27.4	25.8	41.773	67.0	528.6	589.4	492.1	54.7	39.5	74.8	147.9	110.1	195.6	173.1	132.6	223.4	60.5	44.2	81.5	55.3	67.9	356.6	
Benson, ND	ND	38005	0	13.076437144662	48.8	51.6	0.2	50.5169442848937	9290	0.45774	9.866839	-0.071349	9.938188	8.802634	1.282802	14374.533953	686.173226436	56.25	50	62.45	49.8	62.45	2.63	20	61	9.46	29.7	9.8	30.479	53.4	466.3	581.5	361							219	153.7	302.8	70.3	44.9	104.8			441.1	
Billings, ND	ND	38007	0	21.1764705882353	0.9	99.7		53.0405405405405	888	0.77873	12.441139	2.223595	10.217544	9.179057	1.016463	14683.641348	764.812646656	51.2	43.75	58.65	38.75	62.3	3.52		61	6.3	24.4	16.8	51.923	66.8																			
Bottineau, ND	ND	38009	0	17.3076923076923	2.0	98.0	0.3	50.3566932438103	7149	0.50289	9.821745	-0.228485	10.05023	9.179256	1.187132	14254.554163	681.180459458	53.65	47.95	59.3	45.5	62	2.3	20	61	6.14	24.1	21.6	40.227	61.9	524.1	660.4	407.3	52.4	34.3	79.5	169.7	120	238.7	231.6	176	303.5	53.1	35.1	80		63.1	296.3	
Bowman, ND	ND	38011	0	18.7782805429864	0.4	99.6	0.1	48.6119679210364	3242	0.89432	13.277310	2.742693	10.534617	9.031515	1.021428	14972.861386	799.67783773	48.25	42	54.6	38.75	58.05	3.33	20	61	6.44	24.6	19.7	48.063	63.9	553	646.7	477.3	64.5	36.3	112.1	161.8	96.1	266.4	298.5	202.4	432.2							
Burke, ND	ND	38013	0	11.3320999074931	0.2	99.4	0.2	50.4014272970562	2242	0.65782	9.904201	0.192837	9.711364	9.774418	1.119001	14252.032246	697.933236379	54.15	47.3	61	45.3	62.7	2.88	20	61	6.4	25.4	17.6	50.8	65.5	472.2	623.2	352.8							238.3	144.6	394.2							
Burleigh, ND	ND	38015	1	21.5344443591122	3.8	95.8	0.4	48.8619338481042	70076	0.53258	11.511497	1.054233	10.457264	8.994182	1.236100	14680.073836	738.098802648	50.5	45.5	55.55	44.65	56.85	2.5	18	61	6.08	22.7	32.3	53.465	72.8	430.7	492.9	388.9	45.7	39.4	52.7	119.3	105.2	135	157.6	139.9	176.9	52.7	45.8	60.3	43.6	65.6	313.1	15
Cass, ND	ND	38017	1	26.7697442181837	1.5	96.2	1.1	50.0868943786646	123138	0.27645	10.814355	1.010710	9.803645	10.367366	1.488053	14398.825002	711.08105497	49.05	44.3	53.8	43.75	54.35	3.58	23	61	6.52	24.3	36.4	47.6	77.0	509.3	599.4	440	48	42.4	54	133.1	120.4	146.9	192.7	176.2	210.4	59	52.7	65.8	49.5	72.5	353.1	16.4
Cavalier, ND	ND	38019	0	12.2241453916054	1.2	99.1	0.4	49.7205547505692	4831	0.47881	8.786753	-0.534049	9.320802	9.129406	1.292994	13933.689400	666.99016796	47.75	41.25	54.25	40.05	55.5	1.96	22	61	6.3	24.6	17.8	48.786	63.5	432.6	403.5	457	47.1	26.2	87.2	211.2	133.4	330.6				43.8	25.5	80.9			301.8	
Dickey, ND	ND	38021	0	22.0566593083149	0.7	98.5	0.3	49.2965085982282	5757	0.42996	11.609140	1.784304	9.824836	9.506522	1.508013	14597.598494	736.928160923	47.1	41.2	53	37.65	56.9	2.48	19	61	6.54	25	19.1	37.179	64.6	385.2	425.7	362.4	47.1	27.7	77	106.5	63	172.1	142.6	93.4	211.8	48.6	29.2	78.2			315.1	
Divide, ND	ND	38023	0	14.5889792231256	0.2	99.2	0.1	50.1971090670171	2283	0.62081	10.757306	1.063204	9.694102	10.127208	0.988501	14216.031152	704.499680504	56	48.95	63	47.5	64.35	3.3		61	6.12	24.8	19.2	48.152	63.1	409.7	509.8	330.9							223.3	134.8	368.4							
Dunn, ND	ND	38025	0	18.2112385995881	13.1	87.4	0.1	51.0277777777778	3600	0.68737	12.016292	1.743986	10.272306	9.193614	1.106445	14535.591296	734.405313072	51.3	44.9	57.8	42.15	60.1	3.64	14	61	7.14	25.3	15.1	48.707	62.2	358.6	418.6	307.9							154.7	91.3	252							
Eddy, ND	ND	38027	0	16.3789796701189	3.0	97.1	0.2	48.8574537540805	2761	0.46312	9.966141	0.090715	9.875426	9.012395	1.380873	14397.114247	699.705446177	52.2	45.75	58.6	43.6	61.3	2.26	19	61	6.3	24.9	17.8	38.404	58.2	488.6	578.4	430.5							226.8	135.7	365.6							
Emmons, ND	ND	38029	0	10.3077674645823	0.2	99.1	0.1	50.427153082429	4331	0.56157	12.204916	1.704364	10.500552	8.877257	1.216102	14710.257198	756.669037985	44.65	38.35	50.9	31	57.95	2.76	20	61	6.3	27	13.7	35.615	59.2	431.3	544.7	348.9	79.8	52	125.8	117.8	66.4	213.6	179.9	121.6	271.8	61.5	37.4	104.6				
Foster, ND	ND	38031	0	19.0275435637999	0.5	99.4	0.3	49.6940675711625	3759	0.4737	10.214259	0.290601	9.923658	9.081651	1.394537	14421.397946	699.615785973	47	40.2	53.8	36.8	57.5	2.18	21	61	6.28	25	18.2	41.066	64.1	503.4	688.1	346.2	82.2	50.4	130.5				195.9	123.9	300.8							
Golden Valley, ND	ND	38033	0	21.2321232123212	1.7	98.7	0.2	48.0769230769231	1924	0.82169	12.731855	2.595987	10.135868	9.277122	0.997847	14700.711961	774.968890467	51.9	45.1	58.7	44.05	60.45	2.74	16	61	6.08	25.3	19.5	33.333	57.7	501.9	666.8	369.9																
Grand Forks, ND	ND	38035	1	29.8583862164737	3.0	94.4	1.8	50.9083483338123	66109	0.2627	9.921164	0.434057	9.487107	9.934602	1.455500	14222.614995	686.797510525	44.65	39.75	49.55	36.85	52.35	5.79	23	61	6.6	23.7	33.3	44.242	76.1	475.6	516.8	451.7	52.8	44.6	62.1	144.7	125.5	165.9	120.7	101.9	141.8	61.6	52.6	71.7	57.4	68.1	345.1	20.6
Grant, ND	ND	38037	0	12.8960943257185	2.2	97.6		51.0031678986272	2841	0.68574	12.535866	1.930121	10.605745	8.917250	1.118715	14806.770552	770.461410698	55.15	48.4	61.9	43	66.9	3.65		61	6.38	24.5	16.4	39.5	53.9	436.2	530.7	380.8	76	45	132.4	155.7	87	280.6	153	87	269.5							
Griggs, ND	ND	38039	0	11.9527978682908	0.3	99.5	0.1	49.8547567175018	2754	0.43487	9.986574	0.400146	9.586428	9.530267	1.449875	14452.848525	698.306895698	51.1	44.45	57.8	39.95	62.1	2.15	16	61	6.06	25.1	19.0	40.085	68.4	492.6	617	381.4				154.9	87.2	278.4	238.1	149.4	374.3							
Hettinger, ND	ND	38041	0	9.52564596991901	0.6	99.3	0.1	50.0552486187845	2715	0.77647	12.574764	2.243855	10.330909	8.943444	1.096353	14845.416438	780.351451215	52.3	45.85	58.85	43.75	60.8	3.38	16	61	6.42	26.1	19.7	38.393	58.4	446.4	486	424.3							180.5	109.9	295.4							
Kidder, ND	ND	38043	0	12.4571428571429	0.1	99.6	0.2	50.7809662186705	2753	0.55978	11.092828	0.889395	10.203433	8.980358	1.287555	14637.858842	725.590125944	52.55	46.35	58.75	41.3	63.6	2.53	19	61	6.1	24.2	16.0	34.25	62.9	386.3	444.3	326.8																
Lamoure, ND	ND	38045	0	12.5973736924104	0.3	99.6	0.2	50.5849819187407	4701	0.46181	11.244063	1.460016	9.784047	9.569930	1.485216	14513.772921	731.728250294						2.8	14	61	6.18	25.4	20.0	46.098	57.2	435.5	552.1	345.6	62.6	34.1	107	125.5	77.8	203.7	184	122.7	271.3							
Logan, ND	ND	38047	0	11.5190454336852	0.2	99.5	0.1	49.5667244367418	2308	0.60201	11.156009	1.121267	10.034742	8.958344	1.348469	14626.339290	742.467816419	48.3	41.35	55.25	36.45	60.35	2.86		61	6.16	24.8	12.5	41.741	58.6	405.7	492.5	358																
McHenry, ND	ND	38049	0	15.8218936994016	0.9	99.4	0.2	50.9604142308335	5987	0.47155	10.497348	0.220681	10.276667	9.003354	1.222859	14398.668575	685.958957476	52.1	46.25	57.9	43.95	60.1	1.91	27	61	6.78	25.5	14.3	36.944	60.7	524.4	663.7	403.6	58.7	36.4	91.6	147.1	96	221	263.2	195.2	350.3	41.8	24.5	69.4				
McIntosh, ND	ND	38051	0	10.4371921182266	0.5	99.4		47.787610619469	3390	0.61818	11.496652	1.324181	10.172471	8.874612	1.346142	14715.295236	747.777731446	43.9	36.95	50.85	28.75	59.65	2.06	19	61	6.14	26.6	16.1	34.904	57.3	511.5	713.1	350	49.3	27.3	94.8				161.3	99.5	268.4							
Mckenzie, ND	ND	38053	0	15.9251019651465	22.0	78.5	0.2	50.1655917727035	5737	0.65894	11.846557	1.768212	10.078345	9.546947	1.024203	14514.822445	738.595160969	49.7	43.65	55.75	42.2	57.2	2.41	24	61	7.26	27.4	21.2	48.48	63.5	368.2	414.5	334.7				126.1	77.5	196.6	114.9	70.2	180.7	64.5	40.1	99.6			398.7	
Mclean, ND	ND	38055	0	14.9526387009472	6.9	93.6	0.1	49.5542906239931	9311	0.58172	11.293135	0.911875	10.38126	9.092268	1.185863	14490.843509	722.968052029	50.7	44.65	56.85	45.2	56.3	2.8	18	61	6.62	26.3	17.4	52.922	63.8	509.3	568.5	458.2	58.7	41.2	83	110.4	75.3	159.8	173.9	131.6	228.7	53.2	37.5	75.4	48.4	58.5	306.4	
Mercer, ND	ND	38057	0	13.5944700460829	2.6	97.2	0.1	50.2892179546506	8644	0.57585	11.907032	1.418601	10.488431	9.094464	1.173805	14509.008219	727.997143158	51.75	45.85	57.65	42.8	60.6	3.73	18	61	6.36	25.9	16.7	60.191	64.5	503.9	547.1	476.4	37.3	22.7	59.6	136.1	93.6	193.9	205.6	153.2	272.8	60.8	40.9	88.4		94.5	400.2	
Morton, ND	ND	38059	1	21.2819863187231	3.1	96.9	0.3	49.8201794253646	25303	0.55181	12.094949	1.548735	10.546214	8.975007	1.188016	14725.663169	766.717232841	50.95	45.8	56.1	43.15	59.05	2.66	22	61	6.48	26	22.3	50.591	73.7	462.7	499.6	434.6	59.3	47.6	73.1	120.5	96.9	148.4	133.2	107.4	163.6	59.8	48	73.8	47.3	76.2	350.2	17.8
Mountrail, ND	ND	38061	0	15.811552113585	31.0	69.3	0.1	49.1931835318956	6845	0.63473	10.726338	0.884244	9.842094	9.456826	1.151132	14380.884433	704.557642304	50.4	44.3	56.6	44.5	56.55	2.93	25	61	8.28	30.8	19.9	53.912	58.3	489.2	559.5	428.3	52.8	33.2	80.8	147.1	96.4	215.9	204	145.8	279.3	55.9	35.6	84.6		85.8		
Nelson, ND	ND	38063	0	16.7460095211425	0.6	99.2	0.1	48.9367429340511	3715	0.45348	9.440808	0.027454	9.413354	9.432734	1.453534	14298.369785	687.945519905	51.55	45.05	58.1	41.75	61.75	2.71	26	61	6.42	25.8	21.4	39.071	67.2	406.5	382.2	433.3																
Oliver, ND	ND	38065	0	13.1940906775344	2.1	98.4	0.2	51.81598062954	2065	0.62457	11.602541	1.013376	10.589165	9.033485	1.217832	14658.707463	727.259956807	45.6	37.95	53.35	40.3	50.7	3.27	13	61	6.48	24.8	19.4	62.308	61.6	494.8	582.7	399.7																
Pembina, ND	ND	38067	0	13.5002454590083	2.6	96.9	0.2	50.1456027955737	8585	0.26869	9.554607	0.110098	9.444509	9.677133	1.360851	13918.294370	666.636542964	49.95	44.1	55.85	42.2	57.5	3.78	18	61	6.52	24.6	16.7	48.502	58.6	381.7	430.4	356.4	60.1	42.1	85.1	113.7	75.1	167.8	70.7	42.3	113.7	61.8	42.8	87.9	57.3	73.7	351	
Pierce, ND	ND	38069	0	19.0756683280471	0.9	98.9	0.1	49.1336898395722	4675	0.4724	10.030191	-0.076445	10.106636	8.826921	1.241214	14353.210451	682.684092454	42.95	36.2	49.65	31.4	55.1	2.1	18	61	6.28	25.8	11.1	37.091	72.0	402.3	437	377.6				139.3	81.3	229.3	185	123.3	274.2							
Ramsey, ND	ND	38071	0	20.9279887729147	6.8	93.9	0.3	49.3452676943478	12069	0.44375	9.465978	-0.191114	9.657092	8.989411	1.340443	14261.216505	669.142035077	54.1	48.4	59.75	47.75	60.8	3	25	61	6.36	26.1	20.9	41.792	60.0	438.8	498.6	394.5	43	29.9	60.7	100.1	69.2	141	189.1	146.2	241.5	57.6	41.5	78.4	63.4	50.5	317.4	
Ransom, ND	ND	38073	0	19.6789321789322	0.8	98.9	0.4	51.5110356536503	5890	0.35161	11.285714	1.486662	9.799052	10.236450	1.501119	14432.799377	721.069208063	48.75	42.75	54.7	37.75	59.45	2.95	24	61	6.66	24.6	17.7	46.044	68.3	497.9	496.5	510.4	70.9	47.9	103.1	141	86.8	218	139.6	92.5	204.8	66	42.4	99.4				
Renville, ND	ND	38075	0	19.7753710389089	1.2	98.5	0.3	50.0766283524904	2610	0.51674	9.947252	-0.019823	9.967075	9.438878	1.121801	14284.379087	686.126935905	45.95	39.3	52.65	35.85	55.65	3.05	25	61	6.48	25.5	20.3	49.583	71.4	439.8	484.3	408.2							212.8	127.5	345.2							
Richland, ND	ND	38077	0	24.4924457034939	2.1	97.5	0.4	51.8502055783976	17998	0.30141	11.594929	1.694435	9.900494	10.853834	1.560204	14316.184184	723.629777971	50.2	44.85	55.6	43.35	56.8	3.11	23	61	6.02	26.3	22.4	47.131	67.0	457.5	534.1	407.9	63.6	48.2	82.6	101.5	74.4	136.1	156.7	120.6	200.3	55	40.7	73	37.8	78.2	309.4	18.2
Rolette, ND	ND	38079	0	12.4100431792739	74.5	26.6	0.2	49.2979376919702	13674	0.58141	9.012719	-0.392310	9.405029	8.834218	1.224713	14142.982981	676.580232948	52.35	45.75	59	47.5	57.7	2.55	24	61	12.46	33.6	16.5	28.265	55.3	514.8	560.6	477.6	63.8	44.9	87.7	130.8	94	176.9	201.2	149.2	264.6	105.3	80.3	135.4	108.7	101.8	527.9	44.1
Sargent, ND	ND	38081	0	17.3839046924386	0.9	98.9	0.1	52.5194686211635	4366	0.37106	11.689705	1.811401	9.878304	10.312239	1.535614	14385.454930	727.037452448	49.75	43.4	56.1	41.15	57.6	2.93	24	61	6.22	23.8	15.0	49.318	72.5	563.5	672.9	477				157.1	84.5	266.4	211.8	142.3	307	88.7	56.5	134.6		126.4	475.9	
Sheridan, ND	ND	38083	0	11.1178247734139	0.5	99.4	0.1	51.4035087719298	1710	0.56736	10.759019	0.750427	10.008592	8.956364	1.217272	14419.412416	716.34206224	55.55	48.3	62.75	45.35	65.05	3		61	6.04	24.3	14.7	37.727	55.8	354.1	452.5	266.4																
Sioux, ND	ND	38085	0	17.9700499168053	85.3	15.0	0.1	51.0385756676558	4044	0.53995	12.755860	2.031614	10.724246	8.866824	1.133125	14832.862217	769.757807106	54.7	45	64.4	51	58.45	2.43		61	12.18	33.3	12.3	30.99	44.0	425.1	450	391																
Slope, ND	ND	38087	0	17.4211248285322	0.3	99.9		53.8461538461538	767	0.85787	12.933871	2.595096	10.338775	9.050290	1.015704	14860.960006	792.550844597	48.8	39.2	58.45	41.3	55.25	2.67		61	6.04	25.1	28.1	43.625	57.3																			
Stark, ND	ND	38089	0	17.6274840644919	1.4	98.3	0.4	49.2401484361195	22636	0.74732	12.365393	1.968754	10.396639	8.995444	1.103384	14743.771299	782.431419573	48	42.9	53.15	39.6	57	3.18	20	61	6.22	23.8	23.1	49.536	63.7	426.1	520	361.5	58.6	46.6	73	97.5	75.8	124	124.7	98.3	156.3	49.8	38.8	63.3	26.9	80.3	293.8	14.5
Steele, ND	ND	38091	0	17.1992481203008	1.2	99.1	0.3	51.7271922054916	2258	0.39471	10.017088	0.709465	9.307623	9.884562	1.470321	14413.229413	697.582981177	53	46.85	59.2	43.85	61.5	2.66	22	61	6.44	25.3	18.4	44.191	69.0	474.5	467.8	508							288.9	173	466.1							
Stutsman, ND	ND	38093	0	19.8863636363636	1.3	98.1	0.4	49.1053496439657	21908	0.45645	10.712170	0.866554	9.845616	9.207289	1.339870	14506.841745	719.30996555	52.6	47.2	58	44.55	61.4	2.54	19	61	6.34	27.5	22.7	44.62	66.0	453.5	564	373.2	46.2	35.4	59.6	127.7	101.8	158.7	148.9	119.8	183.4	66.3	53	82.1	39	99.6	336.7	27.2
Towner, ND	ND	38095	0	12.4135420458682	2.5	97.8	0.1	49.2350486787204	2876	0.46388	9.185919	-0.508525	9.694444	8.709079	1.250659	14060.856077	675.765278842	47.35	40.7	54	36.8	57.95	3.24	16	61	6.26	24.8	20.2	43.684	62.7	564.4	709.5	472	76.9	43.2	140.2				227.6	141.7	367.8							
Traill, ND	ND	38097	0	22.5389251632346	1.2	97.7	0.2	50.1946443317211	8477	0.28973	10.367572	0.673390	9.694182	10.280082	1.483698	14344.938443	695.414022123	46.45	40.6	52.3	36.15	56.75	3.25	16	61	6.1	26.5	26.3	44.29	64.7	480.3	529.3	437.1	59.3	40.6	84.6	130.5	89.8	185.3	178.3	128.7	241.7	51.2	33.3	76.1			311.8	
Walsh, ND	ND	38099	0	12.3737805921616	1.5	95.8	0.5	50.0121075147308	12389	0.28993	9.371187	-0.274140	9.645327	9.609569	1.368603	14117.133114	666.761705853	51.05	45.4	56.7	43.6	58.6	4.25	19	61	6.16	23.8	15.8	44.139	59.0	418	433.3	421.8	69.2	52.1	91	118	86	160	80.4	54.6	115.8	50.6	36.2	69.7	49.3	55.5	260.7	
Ward, ND	ND	38101	0	25.9389606818807	2.8	93.9	2.8	49.8069563738413	58795	0.51385	10.314126	0.265981	10.048145	9.250979	1.191376	14359.767208	695.086232565	46.8	42.05	51.55	38.9	55.05	2.17	21	61	6.62	24.7	25.8	48.793	71.5	530.3	638	453.6	52.6	44.6	61.7	138.9	120.3	159.5	223.5	198.5	250.7	71.3	61.8	81.7	60.5	86.2	426.1	19.9
Wells, ND	ND	38103	0	12.5435540069686	0.4	99.4	0.2	49.1375931007448	5102	0.49759	10.386355	0.421348	9.965007	8.867046	1.283138	14398.623213	702.860102245	49.25	42.5	55.95	39.4	59.5	2.12	14	61	5.72	26.6	19.6	40.136	68.3	460.9	589.2	360.1	56.9	34.9	95.8	100	57.4	181.1	226.3	162.8	318.6							
Williams, ND	ND	38105	0	13.7627482555019	6.3	95.1	0.3	49.0207985425839	19761	0.60589	11.140159	1.255055	9.885104	9.874246	0.990467	14424.652259	704.563204078	55.2	49.85	60.5	47.2	63.7	2.48	25	61	6.44	26.9	19.3	55.396	67.0	460.1	533.5	406.8	68.8	54.8	85.4	104.4	79.7	134.5	124.9	96.8	158.9	62.4	48.9	78.6	48.7	81.3	316.6	25.6
Adams, OH	OH	39001	0	13.688034688855	1.6	98.8	0.3	49.015733626052	27330	0.25722	16.722579	7.556554	9.166025	15.351437	2.885154	14831.983215	910.93256988	63.85	57.95	69.75	56.35	71.7	1.44	4	66	9.12	25.3	10.7	32.791	52.4	440.9	507.2	391	60.2	48.9	73.4	98.3	78.1	122.3	117.1	93.2	145.5	84.2	70.7	99.5	56.6	115.7	434.9	33.4
